Restaurant ID,Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Rating color,Rating text,Votes
18287358,Food Cloud,New Delhi,"Aaya Nagar, New Delhi",Aaya Nagar,Cuisine Varies,500,No,No,0,White,Not rated,2
18216944,Burger.in,New Delhi,"84, Near Honda Showroom, Adchini, New Delhi",Adchini,Fast Food,350,No,Yes,3.2,Orange,Average,46
313333,Days of the Raj,New Delhi,"81/3, 1st Floor, Qutub Residency, Adchini, New Delhi",Adchini,"North Indian, Seafood, Continental",1500,Yes,Yes,3.4,Orange,Average,45
18384127,Dilli Ka Dhaba,New Delhi,"66 A, Ground Floor, Sri Aurobindo Marg, Adchini, New Delhi",Adchini,"South Indian, North Indian",500,No,No,2.6,Orange,Average,11
582,Govardhan,New Delhi,"84, Adjacent Hero Motor Bike Showroom, Main Mehrauli Road, Adchini, New Delhi",Adchini,"South Indian, North Indian, Chinese",500,No,Yes,3.4,Orange,Average,238
18414465,Mezbaan Grills,New Delhi,"A- 96, Shri Aurbindo Marg, Adchini, New Delhi",Adchini,Mughlai,400,No,No,3.1,Orange,Average,8
304243,Say Cheese,New Delhi,"88/3, Adchini, New Delhi",Adchini,Fast Food,400,No,Yes,2.7,Orange,Average,64
3554,Southy,New Delhi,"88/4, Adchini, New Delhi",Adchini,South Indian,450,No,Yes,2.6,Orange,Average,113
18369872,Monosoz,New Delhi,"Sri Aurobindo Marg, Adchini, New Delhi",Adchini,Pizza,300,No,Yes,3.7,Yellow,Good,66
948,Waves,New Delhi,"A-4, Sarvodaya Enclave, Adchini, New Delhi",Adchini,"North Indian, Chinese",1500,Yes,Yes,3.5,Yellow,Good,141
2853,Delhi Darbar,New Delhi,"84, Main Road, Adchini, New Delhi",Adchini,"Chinese, North Indian",500,No,No,2.2,Red,Poor,77
18433900,Chateau,New Delhi,"84, Aurobindo Marg, Adchini, New Delhi",Adchini,"Mediterranean, Italian",1600,Yes,No,4,Green,Very Good,40
18425159,Nariyal Cafe,New Delhi,"A-4, 3rd Foor, Adchini, New Delhi",Adchini,"Continental, Seafood, Goan, Andhra, Kerala, Thai",1200,Yes,No,4.2,Green,Very Good,46
310958,Rustom's Parsi Bhonu,New Delhi,"94-A/B, Adchini, New Delhi",Adchini,Parsi,1500,Yes,Yes,4.2,Green,Very Good,665
18334443,BarShala,New Delhi,"Aditya Mall, Next to Cross River Mall, CBD, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma",Finger Food,600,No,No,3.2,Orange,Average,31
18255141,Chawla'sŒ_,New Delhi,"Shop SG 40, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","North Indian, Mughlai",800,Yes,Yes,3.4,Orange,Average,32
197,Domino's Pizza,New Delhi,"15/16/16-A, Plot 9-D, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Pizza, Fast Food",700,No,No,2.8,Orange,Average,83
308235,Sultanat,New Delhi,"31-BC, Ground Floor, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","North Indian, Chinese, Continental",1000,Yes,Yes,3.7,Yellow,Good,288
18258757,Bella Italia,New Delhi,"Ground Floor, MLCP, IGI Terminal 3, Aerocity, New Delhi",Aerocity,"Fast Food, Italian, Pizza",550,No,No,3.2,Orange,Average,33
307383,Clever Fox Cafe,New Delhi,"Red Fox Hotel, Asset 6, Aerocity Hospitality District, Near Aerocity, New Delhi",Aerocity,"North Indian, Continental, Chinese",900,Yes,No,3.2,Orange,Average,26
18386746,365 Naturals,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,"Continental, North Indian, Fast Food, Street Food, South Indian",600,No,No,0,White,Not rated,2
18337885,Tpot,New Delhi,"Basement, MLCP Parking, Terminal 3, Aerocity, New Delhi",Aerocity,Cafe,800,No,No,0,White,Not rated,0
310491,4 on 44 Restaurant & Bar,New Delhi,"112, Aggarwal City Mall, Road 44, Near M2K Multiplex, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","North Indian, Chinese",1000,Yes,Yes,2.6,Orange,Average,49
18337789,Rambhog,New Delhi,"Shop 31, Aggarwal City Mall, Near Chunmun Store, Rani Bagh, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","Street Food, Mithai",200,No,No,3.3,Orange,Average,13
18222573,Selfie Lounge Restro & Bar,New Delhi,"214-215, 2nd Floor, Aggarwal City Mall, Pitampura, New Delhi","Aggarwal City Mall, Pitampura","North Indian, Chinese",1500,Yes,Yes,3.2,Orange,Average,64
3370,BTW,New Delhi,"G-71 & G-87, Aggarwal City Plaza, Mangalam Palace, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Street Food, South Indian, Mithai",400,No,No,3.4,Orange,Average,167
307439,Chilli Pepper,New Delhi,"G-89-90, Near M2K Cinemas, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","North Indian, Chinese",900,Yes,Yes,3.3,Orange,Average,99
1078,Pizza Hut,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Italian, Pizza, Fast Food",1000,No,Yes,2.6,Orange,Average,125
9340,Puri Bakers,New Delhi,"G-97, Aggarwal City Plaza, Manglam Place, Rohini, New Delhi","Aggarwal City Plaza, Rohini","Bakery, Fast Food",300,No,No,3.7,Yellow,Good,124
306761,Jaiveer Naan & Chaap,New Delhi,"Shop 95, Aggarwal City Plaza, Near M2K, Rohini, New Delhi","Aggarwal City Plaza, Rohini","North Indian, Fast Food",500,No,Yes,2.2,Red,Poor,79
7580,Aggarwal's Sweets Paradise,New Delhi,"G-3, H/1, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Mithai, North Indian, South Indian, Street Food",400,No,No,2.9,Orange,Average,8
7584,Bikaner Sweets,New Delhi,"A-1/G3, Pushpa Bhawan, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Mithai, Street Food",200,No,No,3.3,Orange,Average,20
7582,Cafe Coffee Day,New Delhi,"Nilgiri Market, Opposite Nilgiri Appartments, Alaknanda, New Delhi",Alaknanda,Cafe,450,No,No,3.2,Orange,Average,23
18351495,Cakeophony By Sonali,New Delhi,"Alaknanda, New Delhi",Alaknanda,Bakery,400,No,No,3.4,Orange,Average,19
7594,Chandra Sweets,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,"Mithai, North Indian, South Indian, Street Food",400,No,No,3,Orange,Average,7
7583,Chhotu Mashhoor Kathi Roll,New Delhi,"Near Mother Dairy, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,Fast Food,150,No,No,2.7,Orange,Average,11
7610,Green Chick Chop,New Delhi,"10 & 11, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Raw Meats, North Indian, Fast Food",350,No,No,3.2,Orange,Average,35
18412603,Lazeez Restaurant,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",Alaknanda,"Chinese, North Indian, Italian, Mughlai",600,No,Yes,3,Orange,Average,11
7639,Madhuvan Chinese Fast Food,New Delhi,"Alaknanda Shopping Complex, Near Gangotri Complex Part B, Alaknanda, New Delhi",Alaknanda,Chinese,300,No,Yes,2.5,Orange,Average,32
18441545,Mr Wong,New Delhi,"Shop 4, Nilgiri Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Chinese, Thai",800,No,Yes,3.2,Orange,Average,10
9971,Mughlai Shahi Rasoi,New Delhi,"B-13, DDA Shopping Complex, Alaknanda, New Delhi",Alaknanda,"North Indian, Mughlai",600,No,No,3.2,Orange,Average,23
18451572,Mumbai Central Street Food,New Delhi,"Shop 6, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Street Food, Fast Food, Beverages",400,No,No,3.1,Orange,Average,7
7593,Neha's Treat,New Delhi,"Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,Chinese,450,No,No,2.9,Orange,Average,42
301440,New Bakers Shoppee,New Delhi,"A-12, Alaknanda Shopping Complex, Opposite ICICI Bank, Alaknanda, New Delhi",Alaknanda,"Bakery, Fast Food",200,No,No,3.2,Orange,Average,21
7585,Pant  Ice Cream Parlour,New Delhi,"A-17, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Desserts, Ice Cream",150,No,No,3.3,Orange,Average,16
306531,PM 2 AM Food Bank,New Delhi,"1st Floor, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,North Indian,500,No,Yes,2.5,Orange,Average,37
18354658,Punjabi Chaap Corner,New Delhi,"Shop 6, GF, Plot 2, NRI Colony, Alaknanda, New Delhi",Alaknanda,North Indian,250,No,No,2.9,Orange,Average,4
18337782,Sartaj Food Corner,New Delhi,"J 3/21, DDA Flats, Opposite Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"North Indian, South Indian, Chinese",500,No,Yes,2.8,Orange,Average,7
18258759,The Sugar Therapy,New Delhi,"63-C, Pocket F, Gangotri Apartments, Alaknanda, New Delhi",Alaknanda,"Bakery, Desserts",450,No,No,3.4,Orange,Average,22
18057805,Biryani Binge,New Delhi,"Mandakini Enclave, Alaknanda, New Delhi",Alaknanda,"North Indian, Biryani",600,No,Yes,3.9,Yellow,Good,97
3428,City of Joy,New Delhi,"2, 1st Floor, Aravali Shopping Complex, Alaknanda, New Delhi",Alaknanda,Bengali,800,No,No,3.9,Yellow,Good,452
18425771,Letz Roll,New Delhi,"Narmada Shopping Complex, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Ice Cream, Desserts",250,No,No,3.6,Yellow,Good,14
18304836,Nukkad,New Delhi,"Shop 14, Nilgiri Apartments, Alaknanda, New Delhi",Alaknanda,"Chinese, Mughlai, North Indian",650,No,Yes,3.6,Yellow,Good,82
18311951,#InstaFreeze,New Delhi,"B-17, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,Ice Cream,300,No,No,0,White,Not rated,2
18401128,Aahar Meat and Chicken Shop,New Delhi,"F-6, Pushpa Bhawan, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,"Raw Meats, Fast Food",400,No,No,0,White,Not rated,0
18354667,Food Cafe,New Delhi,"1-B, Mandakini Enclave, Near Gate 6, Opposite Kalka Public School, Alaknanda, New Delhi",Alaknanda,"South Indian, North Indian, Chinese",350,No,No,0,White,Not rated,0
18431379,Lazeez Restaurant,New Delhi,"15, Opposite Union Bank of India, Main Road, Greater Kailash 4, Alaknanda, New Delhi",Alaknanda,"Chinese, North Indian, Mughlai, Pizza",500,No,No,0,White,Not rated,1
18311953,Lemon Chick,New Delhi,"7 & 11, G-1, Raj Tower 1, Alaknanda Shopping Complex, Near Post Office, Alaknanda, New Delhi",Alaknanda,North Indian,500,No,Yes,0,White,Not rated,2
18361522,Punjabi Chaap Corner,New Delhi,"Shop 6, Ground Floor, Plot 2, NRI Colony, Greater Kailash 4, Alaknanda, New Delhi",Alaknanda,"Fast Food, North Indian",400,No,No,0,White,Not rated,0
18425780,Purani Dilli Foods,New Delhi,"J-16, Mini Market, Alaknanda, New Delhi",Alaknanda,Mughlai,600,No,No,0,White,Not rated,1
18489513,Tandoori Kebab,New Delhi,"356 Narmada, Alaknanda, New Delhi",Alaknanda,North Indian,400,No,No,0,White,Not rated,0
306795,Shree Rathnam,New Delhi,"D1, First Floor, Abhishek Tower, Alaknanda, New Delhi",Alaknanda,"South Indian, North Indian, Chinese",800,No,Yes,2.4,Red,Poor,31
7249,Alaturka,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",Turkish,600,No,Yes,2.5,Orange,Average,100
7246,Amici Gourmet Pizza,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Pizza, Italian",800,No,Yes,3.1,Orange,Average,230
310723,Burger King,New Delhi,"3rd Floor,  Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Burger, Fast Food",500,No,Yes,3.2,Orange,Average,458
7253,Kylin Express,New Delhi,"5, Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Asian, Chinese",700,No,No,2.6,Orange,Average,176
18180041,Big Fat Sandwich,New Delhi,"Over Bridge, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",American,800,Yes,Yes,3.5,Yellow,Good,232
18434414,Fashion Tv Cafe,New Delhi,"T-319, Level 3, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Continental, Chinese, North Indian",2200,Yes,No,3.6,Yellow,Good,27
4905,Kylin Skybar,New Delhi,"T-302, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Chinese, Japanese, Thai, Malaysian, Vietnamese, Asian",2200,Yes,No,3.6,Yellow,Good,210
18421232,Lemon Drops,New Delhi,"T 314 -15, Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","North Indian, South Indian",500,No,No,3.9,Yellow,Good,44
7228,Punjabi By Nature Express,New Delhi,"3rd Floor, Food Court, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","North Indian, Street Food, Mughlai",600,No,No,3.5,Yellow,Good,206
7068,Red Mango,New Delhi,"Level 2, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Cafe, Desserts",700,No,Yes,3.7,Yellow,Good,185
302152,Starbucks,New Delhi,"1st Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",Cafe,700,No,No,3.7,Yellow,Good,256
312300,Peninsular Kitchen,New Delhi,"Level 3, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Seafood, South Indian, Andhra, Hyderabadi, Goan",1500,Yes,Yes,4.2,Green,Very Good,336
5565,Mithapur,New Delhi,"4 & 5, Anand Lok Market, Opposite Gargi College, Anand Lok, New Delhi",Anand Lok,"Chinese, Fast Food, North Indian, South Indian",450,No,No,3.4,Orange,Average,280
307113,Diggin,New Delhi,"Anand Lok Shopping Centre, Opposite Gargi College, Anand Lok, New Delhi",Anand Lok,"Italian, Continental, Cafe",1400,Yes,Yes,4.2,Green,Very Good,2131
6258,Aggarwal Sweet India,New Delhi,"17, DDA Market, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Fast Food, North Indian, Chinese, Desserts",200,No,No,2.8,Orange,Average,13
6094,Banzara's,New Delhi,"8, A Block, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Chinese, Fast Food",400,No,No,3.1,Orange,Average,38
304592,Bobby Tikki Wala,New Delhi,"G-1, Ajnara Tower, DDA Market, Plot Number 1, Savita Vihar, Near Anand Vihar, New Delhi",Anand Vihar,Street Food,150,No,No,2.8,Orange,Average,69
18421481,Chennai Junction,New Delhi,"G-3, Pankaj Plaza, LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,South Indian,500,No,No,3.3,Orange,Average,11
310874,Chicken Bite,New Delhi,"G 3, Block A, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,Fast Food,200,No,No,3.1,Orange,Average,6
18313972,Chocolate Dreams,New Delhi,"D-130, Anand Vihar, New Delhi",Anand Vihar,"Bakery, Desserts",400,No,No,3,Orange,Average,4
18128860,Dial n Dine,New Delhi,"Shop 16, Ground Floor, DDA Market, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"North Indian, Chinese",650,No,No,3.4,Orange,Average,80
310877,Fresh n Refresh,New Delhi,"Shop 4, Kamal Complex, Central Market, Pocket A, Surajmal Vihar, Near Anand Vihar, New Delhi",Anand Vihar,Fast Food,500,No,No,3.4,Orange,Average,24
304687,Garden Hut,New Delhi,"Maharaja Surajmal Samadhi Park, Opposite C Block, Suraj Mal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Chinese, Fast Food",250,No,No,3.1,Orange,Average,13
312444,Giani,New Delhi,"G-4, Pankaj Plaza, A Block, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Ice Cream, Desserts",400,No,Yes,3.3,Orange,Average,12
18337975,Jugnu Gaming Zone and Cafe,New Delhi,"39, Opposite Bharat Petrol Pump, Near Yamuna Sports Complex, Anand Vihar, New Delhi",Anand Vihar,"Cafe, North Indian, Fast Food",600,No,No,2.9,Orange,Average,4
18124373,Keventer's South Indian & Chinese Food,New Delhi,"Shop No 5, Chetan Complex, Anand Vihar, New Delhi",Anand Vihar,"Chinese, South Indian",200,No,No,2.8,Orange,Average,9
305913,KTS,New Delhi,"Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,Fast Food,250,No,No,3.3,Orange,Average,18
310447,Mandarin,New Delhi,"G-7, Pankaj Plaza, Surajmal Vihar, Near, Anand Vihar, New Delhi",Anand Vihar,Chinese,600,No,No,2.8,Orange,Average,14
310858,Penguin Bakers & Shakers,New Delhi,"G-6, Pankaj Plaza, Local Shopping Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,Fast Food,400,No,No,2.8,Orange,Average,9
18332083,Rollmates,New Delhi,"G 4, Plot 10, LSC Market, Khetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Fast Food, North Indian, Chinese",200,No,No,3.2,Orange,Average,16
18361241,Tandoori Nights,New Delhi,"Plot 5, Sikka Mansion, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"Mughlai, North Indian",650,No,No,3,Orange,Average,5
305630,Burger Dominion,New Delhi,"G-5, Pankaj Plaza, Ground Floor, A Block, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,Fast Food,500,No,Yes,3.6,Yellow,Good,251
18034049,Cafe Gainz,New Delhi,"Shop G-7, Plot 4, LSC, Surajmal Vihar, Near, Anand Vihar, New Delhi",Anand Vihar,Healthy Food,350,No,Yes,3.5,Yellow,Good,42
6092,Chaskaa,New Delhi,"Kamal Complex, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Chinese, North Indian, Italian",650,No,Yes,3.5,Yellow,Good,220
18124361,Fabulous Cake Bites,New Delhi,"G-5, Ajnara Complex, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Bakery, Desserts, Fast Food, Pizza, Burger, Continental",400,No,Yes,3.6,Yellow,Good,34
6088,Hangout - A House Of Kathis,New Delhi,"G-2, Ashish Complex, Surajmal Vihar Market, Anand Vihar, New Delhi",Anand Vihar,Street Food,250,No,No,3.7,Yellow,Good,103
18394366,Malais By Anands,New Delhi,"Shop 11, Ground Floor, LSC Complex, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,"North Indian, Chinese, South Indian, Fast Food",300,No,No,3.7,Yellow,Good,46
18354639,Panchwati Rasoi,New Delhi,"LSC, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,"North Indian, Chinese",250,No,No,3.8,Yellow,Good,62
311657,Sprinkles Cup & Cake,New Delhi,"B-268, Yojna Vihar, Anand Vihar, New Delhi",Anand Vihar,"Bakery, Desserts",300,No,No,3.6,Yellow,Good,42
18350112,Target Ice Cream & Bakers,New Delhi,"Ground Floor, 4, Vigyan Vihar, Anand Vihar, New Delhi",Anand Vihar,"Desserts, Bakery, Pizza, Burger, Continental",350,No,Yes,3.6,Yellow,Good,58
18377924,The Sweeet Jar,New Delhi,"A-276, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Cafe, Bakery",1000,No,Yes,3.9,Yellow,Good,106
18428216,Amar Bakery,New Delhi,"G-5 & 6, Krit Plaza LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Bakery, Desserts, Fast Food, Mithai",500,No,No,0,White,Not rated,0
18421050,Cafe Brewbug,New Delhi,"Shop 4, Atlantic Plaza, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Fast Food, Beverages",350,No,No,0,White,Not rated,1
18377887,Chilll House Kafe,New Delhi,"F-201, A Block, Ashish Complex-2, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,Cafe,500,No,No,0,White,Not rated,1
18421693,Cookie Shookie,New Delhi,"165, Vigyan Vihar, Anand Vihar, New Delhi",Anand Vihar,Bakery,100,No,No,0,White,Not rated,0
18418263,Fabulous Cake,New Delhi,"C3, Yojna Vihar Market, Anand Vihar, New Delhi",Anand Vihar,Bakery,300,No,No,0,White,Not rated,0
18421457,Jai Maa Shaarde Samose Wala,New Delhi,"G 2 Sarita Vihar, Anand Vihar, New Delhi",Anand Vihar,Street Food,100,No,No,0,White,Not rated,0
18421463,Madaan Confectionery,New Delhi,"Shop 17, C Block, Yojna Vihar, Anand Vihar, New Delhi",Anand Vihar,Bakery,150,No,No,0,White,Not rated,0
18268361,Magic Masala,New Delhi,"Shop 567, Plot 8, LSC Market, Anand Vihar, New Delhi",Anand Vihar,"Chinese, South Indian, North Indian",500,No,No,0,White,Not rated,1
18445804,Sikka Chinese Fast Food,New Delhi,"A-134, Surajmal Vihar, Near Bharat National School, Anand Vihar, New Delhi",Anand Vihar,"Chinese, Fast Food",300,No,No,0,White,Not rated,0
18347812,Teedo's Cake Inn,New Delhi,"House 1, Dayanand Vihar, Anand Vihar, New Delhi",Anand Vihar,"Cafe, Bakery",500,No,No,0,White,Not rated,0
18377920,Thalaiva Cafe,New Delhi,"Shop 6, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"South Indian, Chinese",400,No,No,0,White,Not rated,2
311544,The Cake Affairs,New Delhi,"C-391, 1st Floor, Yojna Vihar, Near Anand Vihar, Anand Vihar, New Delhi",Anand Vihar,"Bakery, Desserts",500,No,No,0,White,Not rated,0
18377915,Tulsi Ram Chinese Hut,New Delhi,"G 6, Plot 10, Chetan Complex, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,Chinese,200,No,No,0,White,Not rated,0
18421058,V. K. Pasta,New Delhi,"Shop 2, Chetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Italian, Fast Food",600,No,No,0,White,Not rated,0
18335692,Xpert Bakers,New Delhi,"Shop 22, D Block, DDA Market, Anand Vihar, New Delhi",Anand Vihar,Bakery,250,No,No,0,White,Not rated,0
18429396,Juniper Bar - Andaz Delhi,New Delhi,"Andaz Delhi, Asset 1, Aerocity, New Delhi","Andaz Delhi, Aerocity","North Indian, European",1500,Yes,No,3,Orange,Average,4
179,McDonald's,New Delhi,"BG-02, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Fast Food, Burger",500,No,Yes,3.4,Orange,Average,48
307843,Pizza Hut Delivery,New Delhi,"B-05, Ground Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Italian, Pizza, Fast Food",800,No,Yes,3.2,Orange,Average,51
18421042,The Arena,New Delhi,"C Block, Ansal Plaza, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Continental, Asian, North Indian",1600,Yes,No,3.4,Orange,Average,19
3295,Restaurant De Seoul,New Delhi,"3rd Floor, C Block, Ansal Plaza Mall, Near Siri Fort, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Japanese, Korean",2500,Yes,No,3.6,Yellow,Good,59
18414499,Taksim,New Delhi,"CG 01, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg",Continental,1500,Yes,No,3.9,Yellow,Good,188
18441775,Jom Jom Malay,New Delhi,"BG 04, Ansal Plaza, Andrews Ganj, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Malaysian, Indonesian",1800,No,No,4.4,Green,Very Good,77
18427565,Kofuku,New Delhi,"BG-09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Japanese, Asian",1500,No,Yes,4,Green,Very Good,46
18395381,The Sky High,New Delhi,"C-306 A & 307, T-101 & 102, 3rd Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Continental, North Indian, Mughlai, Italian",1400,No,No,4.1,Green,Very Good,387
310281,Haldiram's,New Delhi,"1st Floor, ARSS Mall, Opposite Jwalaheri, Paschim Vihar, New Delhi","ARSS Mall, Paschim Vihar","North Indian, South Indian, Chinese, Mithai, Fast Food",500,No,No,3.1,Orange,Average,117
18207831,Jux Pux - The Dreamer's Cafe,New Delhi,"A-2/3, Near Delhi Stock Exchange, Asaf Ali Road, New Delhi",Asaf Ali Road,"Beverages, Fast Food",350,No,No,3.1,Orange,Average,7
5452,Pizzaon,New Delhi,"G-26, Ground Floor, Wardhman Plaza, Asaf Ali Road, New Delhi",Asaf Ali Road,"Pizza, Fast Food",500,No,No,3,Orange,Average,10
18374418,FFC Restaurant,New Delhi,"2581, Shanker Street, Asaf Ali Road, New Delhi",Asaf Ali Road,Fast Food,250,No,No,0,White,Not rated,1
18258778,"34, Chowringhee Lane",New Delhi,"115, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,Fast Food,350,No,Yes,2.8,Orange,Average,7
6560,Aapni Dhani,New Delhi,"14/1 A, Deep Cinema, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"North Indian, Street Food",200,No,No,2.8,Orange,Average,23
3322,Bengal Sweet Corner,New Delhi,"36, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"North Indian, South Indian, Chinese, Fast Food, Mithai",500,No,No,2.8,Orange,Average,102
18249102,Chicken Vicken,New Delhi,"Shop 12, I Block, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"North Indian, Chinese",600,No,No,3.4,Orange,Average,19
18241609,Cup-a-licious,New Delhi,"Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,Bakery,200,No,No,3.2,Orange,Average,15
8743,Frontier,New Delhi,"14, Building 3, Mohan Bazar, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,Bakery,200,No,No,3,Orange,Average,10
5294,Metro Fast Food,New Delhi,"Near Taxi Stand, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Chinese, Fast Food",400,No,No,2.7,Orange,Average,17
4651,Nagpal's,New Delhi,"Shop 14, Near Major Dhyan Chand Stadium, IB Block Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,Street Food,200,No,Yes,3.4,Orange,Average,135
5315,Nile Restro & Bar,New Delhi,"26, 3rd Floor, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"North Indian, Chinese",1000,Yes,No,2.7,Orange,Average,35
6577,Popular Chicken,New Delhi,"21, DDA Murga Market, J Block, Opposite Water Tank, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"North Indian, Mughlai, Chinese",450,No,No,3,Orange,Average,5
309395,Sardar A Pure Meat Shop,New Delhi,"J-17, DDA Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Raw Meats, Fast Food, North Indian",150,No,No,3.4,Orange,Average,22
300784,Shankar Fast Food,New Delhi,"A-5, Central Market, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Chinese, Fast Food",300,No,No,3.2,Orange,Average,74
