Restaurant ID,Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Rating color,Rating text,Votes
18228874,Bats On Delivery,New Delhi,"DLF Industrial Area, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Fast Food",700,No,No,3.1,Orange,Average,17
18433904,Bimbo Cakes,New Delhi,"Moti Nagar, New Delhi",Moti Nagar,Bakery,400,No,No,3.2,Orange,Average,10
312145,Burger Bros,New Delhi,"Shop 1/20, Sabji Market, Near Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Fast Food, Burger",300,No,No,3.1,Orange,Average,21
304585,Chinese Food Corner,New Delhi,"5/29, Opposite Community Centre, Moti Nagar, New Delhi",Moti Nagar,"Chinese, North Indian",500,No,No,2.5,Orange,Average,20
312916,CL Snacks,New Delhi,"A-12/15, Moti Nagar, New Delhi",Moti Nagar,Street Food,150,No,No,3.1,Orange,Average,7
313006,Kapoor's Sanjha Chulha,New Delhi,"16/9, Near Sudershan Park Pul, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Mughlai",500,No,No,3,Orange,Average,5
305861,King's,New Delhi,"4 DLF, Industrial Area, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",Moti Nagar,Ice Cream,150,No,No,3.2,Orange,Average,7
9026,Kumar Hotel,New Delhi,"Opposite Fun Cinema, Near Metro Station, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Mughlai",700,No,No,3.4,Orange,Average,57
309178,Kumar Pastry Shop,New Delhi,"6/33, Moti Nagar, New Delhi",Moti Nagar,"Bakery, Fast Food",300,No,No,3.2,Orange,Average,31
18249097,Midnight Adda,New Delhi,"East Punjabi Bagh, Moti Nagar, New Delhi",Moti Nagar,North Indian,600,No,No,3,Orange,Average,6
308880,Mughlaai Daawat,New Delhi,"H 2, Bali Nagar, Ramesh Nagar, Near, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Mughlai, Fast Food",550,No,No,2.9,Orange,Average,8
18382113,Pindiwala,New Delhi,"Shop 72, DLF Industrial Area, Moti Nagar, New Delhi",Moti Nagar,Mughlai,500,No,No,3,Orange,Average,4
18241861,Pipes & Hipes,New Delhi,"Shop 29, 1st Floor, Opposite Metro Pillar 301, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Chinese, Fast Food",900,Yes,No,3,Orange,Average,8
310162,Sai Rasoi,New Delhi,"Shop 1, D-1, Moti Nagar, New Delhi",Moti Nagar,"Chinese, North Indian",500,No,No,3.1,Orange,Average,9
303589,Snaxpress Tastes & Cakes,New Delhi,"2/49, Moti Nagar, New Delhi",Moti Nagar,"Bakery, Desserts",200,No,No,2.9,Orange,Average,5
311459,Veggie Adda,New Delhi,"8/20, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Fast Food",400,No,Yes,3.4,Orange,Average,25
9053,C L Corner,New Delhi,"A-12/18, Near Fun Cinema, Moti Nagar, New Delhi",Moti Nagar,Street Food,100,No,Yes,3.8,Yellow,Good,85
312893,Chin 10,New Delhi,"C-111, New Moti Nagar, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Chinese",500,No,No,3.5,Yellow,Good,53
18273640,Kati Roll Cottage,New Delhi,"Shop 3, C-103, Moti Nagar, New Delhi",Moti Nagar,Fast Food,200,No,Yes,3.7,Yellow,Good,39
308130,Kings Kulfi,New Delhi,"Main Road, Below Metro Station, Moti Nagar, New Delhi",Moti Nagar,Ice Cream,150,No,No,3.7,Yellow,Good,39
5663,Paramjeet Machi Wala,New Delhi,"WZ-1, Opposite Metro Station, Basai Darapur Road, Moti Nagar, New Delhi",Moti Nagar,"Seafood, North Indian",700,No,No,3.6,Yellow,Good,99
18247005,Rajan Corner,New Delhi,"6/27, Moti Nagar, New Delhi",Moti Nagar,South Indian,400,No,No,3.6,Yellow,Good,20
18449827,Amit Dhaba,New Delhi,"Shop 28, Sudama Market, Moti Nagar, New Delhi",Moti Nagar,Fast Food,200,No,No,0,White,Not rated,0
18342574,Apni Rasoi,New Delhi,"Shop 5, DLF, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",Moti Nagar,North Indian,500,No,No,0,White,Not rated,0
18391689,Chap Corner,New Delhi,"A/158, Near Jhule Lal Temple, Moti Nagar, New Delhi",Moti Nagar,Street Food,250,No,No,0,White,Not rated,0
304573,Chinese Corner,New Delhi,"19, Main Market, Moti Nagar, New Delhi",Moti Nagar,"Fast Food, Chinese",350,No,No,0,White,Not rated,0
304586,Evergreen Punjabi Swad,New Delhi,"3/32, Near Fun Cinema, Moti Nagar, New Delhi",Moti Nagar,North Indian,200,No,No,0,White,Not rated,2
18449629,Giani,New Delhi,"Shop 5, DLF, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Ice Cream, Desserts",400,No,No,0,White,Not rated,0
18451179,Hot & Hot Shudhir Chinese Point,New Delhi,"5/8, Moti Nagar, New Delhi",Moti Nagar,"Chinese, Fast Food",300,No,No,0,White,Not rated,0
18451158,Hungerz Hub,New Delhi,"8/30, Sanatan Dharm Mandir, Moti Nagar, New Delhi",Moti Nagar,"Burger, Pizza, Fast Food",250,No,No,0,White,Not rated,0
18451166,Magic Mo:Mo Corner,New Delhi,"Shop 1/20, Sabji Market, Near Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Chinese, Fast Food",250,No,No,0,White,Not rated,0
18238245,Malhotra's Zayeeka,New Delhi,"Shop 23, Sudama Market, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Chinese",500,No,No,0,White,Not rated,1
308110,Moji Dhaba,New Delhi,"T 27, 28, 29, Super Market, Opposite Milan Cinema, New Moti Nagar, Moti Nagar, New Delhi",Moti Nagar,North Indian,400,No,No,0,White,Not rated,0
312213,Naughty 9 Kitchen & Bar,New Delhi,"31, DLF, Metro Pillar No. 314, Moti Nagar, New Delhi",Moti Nagar,"North Indian, Chinese",600,No,No,0,White,Not rated,3
18410370,Street Chaat Chatoron Ka Adda,New Delhi,"B-183, New, Moti Nagar, New Delhi",Moti Nagar,Street Food,100,No,No,0,White,Not rated,0
18236975,Syall Kotian Da Dhaba,New Delhi,"A-201, New, Moti Nagar, New Delhi",Moti Nagar,North Indian,500,No,No,0,White,Not rated,0
18471517,Taaj Kitchen,New Delhi,"69/6-A, Najafgarh Road, Opposite Moments Mall, Moti Nagar, New Delhi",Moti Nagar,"Asian, North Indian, Mughlai",700,Yes,No,0,White,Not rated,1
304469,Tirath Sweets,New Delhi,"Main Road, Main Market, Moti Nagar, New Delhi",Moti Nagar,Mithai,100,No,No,0,White,Not rated,0
18451144,Tummyy Tull,New Delhi,"Main Market, Moti Nagar, New Delhi",Moti Nagar,Fast Food,200,No,No,0,White,Not rated,0
4084,34 Parkstreet Lane,New Delhi,"Shop 7, Mukherjee Tower, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,200,No,No,2.9,Orange,Average,4
310947,Bhikaram Bhujawala,New Delhi,"1995, Main Road, Near Nulife Hospital, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Mithai,100,No,No,3,Orange,Average,5
310989,Chawla The Pastry Palace,New Delhi,"Ground Floor, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Bakery,200,No,No,2.9,Orange,Average,5
18358295,Food Box,New Delhi,"House 70, Shop 2, Indra Vihar, Opposite International Girls Hostel, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,300,No,No,3,Orange,Average,4
18317756,Foody Box,New Delhi,"Shop 2, Indra Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Indian, Chinese",300,No,No,3.1,Orange,Average,8
310936,Giani,New Delhi,"265, Main Road, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Ice Cream, Desserts",300,No,No,3.1,Orange,Average,9
308796,Green Chick Chop,New Delhi,"A-18, Plot 2, Young Chamber Commercial Complex, Behind Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Raw Meats, North Indian, Fast Food",350,No,No,3.1,Orange,Average,14
18460320,Heaven's Shawarma,New Delhi,"B12, Near Batra Cinema, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Lebanese,200,No,No,3,Orange,Average,6
18241893,Hyderabad Spl. Chicken Biryani Point,New Delhi,"Batra Cinema Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Mughlai,350,No,No,3,Orange,Average,4
18363053,Keshar,New Delhi,"516, Parmanand Colony, Near Dusshera Ground, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Indian, South Indian, Chinese",400,No,No,3,Orange,Average,4
310997,Madras Cafe,New Delhi,"Shop 4, 265 Main Road, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"South Indian, Chinese",450,No,No,2.7,Orange,Average,11
6629,Milan Chole Bhature,New Delhi,"1341, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Street Food,100,No,No,3.1,Orange,Average,12
302685,New Laxmi Sweets,New Delhi,"Opposite Batra Hospital, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"South Indian, Chinese, Fast Food, Mithai",200,No,No,2.8,Orange,Average,11
18241860,Pasta Hub,New Delhi,"1341, Batra Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,250,No,No,3.1,Orange,Average,7
2920,Patna Roll Center,New Delhi,"7, Mukherjee Tower, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,200,No,No,3.1,Orange,Average,10
18238281,Refuel,New Delhi,"Main Road, Indira Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Beverages,150,No,No,3.1,Orange,Average,6
18204485,Saara Veg,New Delhi,"A-19, Commercial Complex, Behind Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Indian, Chinese",400,No,No,3,Orange,Average,4
18126086,SGF - Spice Grill Flame,New Delhi,"Bhai Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Indian, Chinese",500,No,No,3.1,Orange,Average,8
9031,Shivam Corner,New Delhi,"7, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,3,Orange,Average,14
18254532,Swad Mubarak,New Delhi,"Opposite ICICI Bank, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,200,No,No,3,Orange,Average,11
18380219,The Little Fork,New Delhi,"1412, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Chinese, North Indian",700,No,Yes,3.1,Orange,Average,5
18258473,The Metro Fast Food,New Delhi,"Next to Signature View Apartments, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Chinese,250,No,Yes,2.6,Orange,Average,6
303602,Tibet Kujing,New Delhi,"165, Block C, Ground Floor, Gandhi Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Chinese, Tibetan",400,No,No,2.9,Orange,Average,11
18396163,Yummy Adda,New Delhi,"1333, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Indian, Mughlai",400,No,No,3.5,Yellow,Good,14
18485962,Bawarchi's Canteen,New Delhi,"Sewa Kutir Complex, Banda Bahadur Marg, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,0
18421485,Bikaner Restaurant,New Delhi,"Shop 264, Near Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,0
18363044,Bikaner Sweets Chaat cafe,New Delhi,"G 25, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mithai, Street Food",100,No,No,0,White,Not rated,0
18424171,Brijwasi,New Delhi,"Building 1A, Shop 2, Batra Cinema Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Indian, Chinese, South Indian",300,No,No,0,White,Not rated,0
18363051,Chaap Chaska,New Delhi,"252/4, Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Indian, Mughlai",400,No,No,0,White,Not rated,1
18449788,Delhi Chaap Express,New Delhi,"Shop 16, Dhaka Mini Market, Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,200,No,No,0,White,Not rated,3
18466410,Delhi Chaat Bhandar,New Delhi,"Indira Vikas Colony, Near Nirankari School, Mukherjee Nagar,  New Delhi",Mukherjee Nagar,Street Food,50,No,No,0,White,Not rated,0
18107851,Delhite Pí¢tisserie,New Delhi,"413, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Bakery,300,No,No,0,White,Not rated,1
18466408,Desi Dhaba,New Delhi,"Indira Vikas Colony, Near Nirankari School, Indira Vikas Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,400,No,No,0,White,Not rated,0
18466400,Desi Thaat Amritsari Naan,New Delhi,"14/1, Indira Vikas Colony, Near Nirankari School, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,300,No,No,0,White,Not rated,0
18361765,Dhaba Express,New Delhi,"Shop 10, DDA Market, A Block, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,200,No,No,0,White,Not rated,0
18424169,Flavours Kitchen,New Delhi,"GF-1, A-12/13, Ansal Building, Commercial Complex, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Indian, Mughlai, Chinese",700,No,No,0,White,Not rated,1
18449653,Food Campus,New Delhi,"Plot 2706, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,0
18449786,Fresh Fast Food,New Delhi,"G-92, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,0
18466675,Gungun Tiffin Services,New Delhi,"Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,200,No,No,0,White,Not rated,0
18449647,Happy Italiano,New Delhi,"Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,300,No,No,0,White,Not rated,0
18361779,Haryana Bhojnalaya,New Delhi,"G 26, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,0
18363048,Hasty Tasty,New Delhi,"Opposite Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Chinese,200,No,No,0,White,Not rated,1
310954,Inam Muradabadi,New Delhi,"G-90, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Mughlai,250,No,No,0,White,Not rated,1
312413,Just In,New Delhi,"G-103, Vardhaman Mall, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,200,No,No,0,White,Not rated,0
18361767,Jyoti Dhaba,New Delhi,"Opposite Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,150,No,No,0,White,Not rated,0
18421473,Lasha Chinese Food,New Delhi,"Shop 69, Indra Vihar, Opposite Girls Hostel, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Chinese,300,No,No,0,White,Not rated,1
310995,Lasha Chinese Food,New Delhi,"Shop 228, Block B, Central Park, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Chinese,250,No,No,0,White,Not rated,2
18421475,Lily Tasty Fast Food,New Delhi,"58, Indra Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"North Eastern, North Indian, Chinese",150,No,No,0,White,Not rated,1
18418268,Maa Vaishno Dinesh Dhaba,New Delhi,"B-5, Ansal Building, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,1
18421459,Madras Cafe,New Delhi,"B4 Ansal Building, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"South Indian, Chinese",200,No,No,0,White,Not rated,0
18361771,NIK's Chicken Corner,New Delhi,"G 88, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,300,No,No,0,White,Not rated,0
18241864,Om Shanti Foods,New Delhi,"G-23, Vardhman Central Mall, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,0
18449657,Panj Tara,New Delhi,"A-17, Behind Batra Cinema Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,500,No,No,0,White,Not rated,0
18396177,Pasta Pizza & Roll Hut,New Delhi,"4/10, Indra Vikas Colony, Nirankari Bhavan, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Italian, Fast Food",350,No,No,0,White,Not rated,0
18449639,Pheva Tandooris,New Delhi,"Batra Complex, Near UCO Bank, Mukherjee Nagar",Mukherjee Nagar,"North Indian, Chinese",300,No,No,0,White,Not rated,0
18357954,Punjabi Delight,New Delhi,"863, Gandhi Nagar Road, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,300,No,No,0,White,Not rated,0
310965,Punjabi Parantha Station and Punjabi Thali,New Delhi,"Behind Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,150,No,No,0,White,Not rated,2
18418278,Punjabi Paratha Station,New Delhi,"Near ICICI Bank, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,1
18449664,Raja Rasoi,New Delhi,"Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,200,No,No,0,White,Not rated,0
18480435,Rollacious,New Delhi,"834, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,100,No,No,0,White,Not rated,3
311009,Singh Chicken,New Delhi,"Opposite Batra Cinema, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,500,No,No,0,White,Not rated,3
310988,Special Tea Point,New Delhi,"Ground Floor, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Street Food, North Indian",50,No,No,0,White,Not rated,0
18421461,Spl. Flavour Sodas & Fruit shakes,New Delhi,"318, Bhai Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Juices,100,No,No,0,White,Not rated,0
310952,Student Corner,New Delhi,"G-94, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,50,No,No,0,White,Not rated,0
18449667,Taneja Corner,New Delhi,"Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,200,No,No,0,White,Not rated,0
18449661,Taste Zone,New Delhi,"Opposite Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,North Indian,100,No,No,0,White,Not rated,0
18449643,Tea Point,New Delhi,"Opposite Batra Cinema Complex, Mukherjee Nagar",Mukherjee Nagar,"Beverages, Fast Food",150,No,No,0,White,Not rated,0
300791,West Bangal Kolkata Hot Kathi Rolls,New Delhi,"Shop 6, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,Fast Food,200,No,No,0,White,Not rated,1
300264,Asli Alam Muradabadi Biryani Centre,New Delhi,"208, Dr Kapoor Wali Gali, Munirka, New Delhi",Munirka,Biryani,250,No,No,2.8,Orange,Average,22
18425751,Cafe Rasoi,New Delhi,"Shop 7&8, Rama Market, Munirka Village, Munirka, New Delhi",Munirka,North Indian,350,No,No,3.2,Orange,Average,11
7388,Chinese Food,New Delhi,"92/G1, Ground Floor, Outer Ring Road, Pratap Market, Munirka, New Delhi",Munirka,"Fast Food, Street Food, Chinese",250,No,No,2.9,Orange,Average,8
311485,Green Chick Chop,New Delhi,"Shop 9, Shopping Complex, DDA Marg, Near Canara Bank, Munirka, New Delhi",Munirka,"Raw Meats, North Indian, Fast Food",350,No,No,2.9,Orange,Average,10
2870,Hasty Tasty,New Delhi,"DDA Flats, Super Bazar, Munirka, New Delhi",Munirka,"Chinese, Fast Food",400,No,No,3.3,Orange,Average,86
18397908,Hunter's Kitchen,New Delhi,"253, B-1, Ground Floor, Behind Multi Level Parking, Rama Market, Munirka Village, Munirka, New Delhi",Munirka,"North Eastern, North Indian",1000,Yes,No,3,Orange,Average,6
312765,Manahang Restaurant,New Delhi,"230-B, Munirka, New Delhi",Munirka,"Chinese, North Indian",500,No,No,3.2,Orange,Average,12
5879,Mezbaan Restaurant,New Delhi,"383/1-B, Mir Singh Complex, Munirka, New Delhi",Munirka,"North Indian, Mughlai, Chinese",600,No,Yes,3.4,Orange,Average,135
304621,Moon Light Sweets,New Delhi,"Shop 1-A, Shopping Centre 2, DDA Flats, Munirka, New Delhi",Munirka,"Mithai, Street Food",200,No,No,3.3,Orange,Average,16
18472788,North East Castle,New Delhi,"Shop 7, Capital Court, Munirka, New Delhi",Munirka,Cafe,500,No,No,2.9,Orange,Average,4
309510,Pizza Point,New Delhi,"Baba Gang Nath Market, Munirka, New Delhi",Munirka,"Fast Food, Pizza",350,No,No,2.9,Orange,Average,10
300259,Roll Point,New Delhi,"551, Munirka, New Delhi",Munirka,Fast Food,200,No,No,2.8,Orange,Average,7
310430,Sanjha Tandoor,New Delhi,"Shop 2, DDA Shopping Complex, Phase II, Munirka, New Delhi",Munirka,"North Indian, Mughlai",700,No,No,2.8,Orange,Average,17
300273,Sayyam,New Delhi,"209-B, Baba Ganga Nath Market, Munirka, New Delhi",Munirka,Chinese,250,No,No,2.7,Orange,Average,16
7393,Shiv Bhojnalaya,New Delhi,"92-G/1, Partap Market, Munirka, New Delhi",Munirka,"South Indian, North Indian, Fast Food",250,No,No,2.8,Orange,Average,12
311451,Subway,New Delhi,"250-B/2, Opposite Vasant Vihar Bus Depot, Munirka, New Delhi",Munirka,"American, Fast Food, Salad, Healthy Food",500,No,Yes,3.4,Orange,Average,78
7240,Take Away,New Delhi,"551-A, Munirka, New Delhi",Munirka,Chinese,400,No,No,2.9,Orange,Average,20
300268,Vedanta's,New Delhi,"209-B/3, SS Rathi Complex, BGN Market, Munirka, New Delhi",Munirka,"North Indian, Chinese",650,No,No,2.7,Orange,Average,66
310328,Asian Chopstick,New Delhi,"Shop 2, 352-D, Gym Building, Munirka, New Delhi",Munirka,"Chinese, Thai",400,No,No,3.5,Yellow,Good,27
309471,Chinese Delights,New Delhi,"12, DDA Commercial Complex, Munirka, New Delhi",Munirka,"Chinese, North Indian",400,No,Yes,3.5,Yellow,Good,21
18383522,Dezertfox,New Delhi,"Ko352/E15,  Village, Munirka, New Delhi",Munirka,"Bakery, Desserts",550,No,Yes,3.7,Yellow,Good,21
18424615,Aggarwal Sweets,New Delhi,"Munirka Shopping Complex, Behind Multilevel Parking, Munirka, New Delhi",Munirka,"Mithai, Street Food",100,No,No,0,White,Not rated,1
18425758,Aggarwal Sweets,New Delhi,"Shop 1, Main Rama Market, Munirka, New Delhi",Munirka,"Mithai, Street Food",150,No,No,0,White,Not rated,2
18425178,Al Meraj Chicken Shop,New Delhi,"249, Rama Market, Munirka Village, Munirka, New Delhi",Munirka,"Awadhi, Mughlai",100,No,No,0,White,Not rated,0
18354994,Chinese Food Corner,New Delhi,"179, Near Jain Sweet, Munirka, New Delhi",Munirka,"Chinese, North Indian",400,No,No,0,White,Not rated,0
18146362,Creative Food House,New Delhi,"249, Rama Market, Munirka Village, Munirka, New Delhi",Munirka,"Continental, Chinese, North Indian",400,No,No,0,White,Not rated,3
18425175,D.A.A.,New Delhi,"236, Munirka Village Baburam Chowk, Munirka, New Delhi",Munirka,Chinese,300,No,No,0,White,Not rated,0
18225831,Dee Cake Shop,New Delhi,"336, Munirka, New Delhi",Munirka,Bakery,300,No,No,0,White,Not rated,3
18354988,Jaca Restaurant,New Delhi,"212-A, Six-Ten Building, Munirka, New Delhi",Munirka,"North Indian, Chinese",300,No,No,0,White,Not rated,0
18425772,King Of Roll,New Delhi,"Dr. Kapoor Wali Gali, Munirka, New Delhi",Munirka,Fast Food,100,No,No,0,White,Not rated,0
18354998,Kirti Food Plaza,New Delhi,"C-249, Rama Market, Munirka, New Delhi",Munirka,North Indian,100,No,No,0,White,Not rated,0
18354992,KT's Shik-Shack,New Delhi,"F-92, Hanuman Market, Munirka, New Delhi",Munirka,Street Food,200,No,No,0,White,Not rated,1
309509,Namaste Restaurant,New Delhi,"Dr Kapoorwali Gali, Munirka, New Delhi",Munirka,Chinese,300,No,No,0,White,Not rated,1
18423905,Nishaj Chicken Corner,New Delhi,"Shop 138, Dr. Kapoor Wali Gali, Munirka, New Delhi",Munirka,North Indian,200,No,No,0,White,Not rated,0
18357566,Royal Bakery,New Delhi,"F- 92, Hanuman Market, Munirka, New Delhi",Munirka,"Bakery, Desserts",200,No,No,0,White,Not rated,2
18425768,S.R. Bakers,New Delhi,"Shop 210, Munirka Village, Munirka, New Delhi",Munirka,Bakery,100,No,No,0,White,Not rated,0
18025119,Shahi Muradabadi,New Delhi,"247/A, Rama Market, Munirka, New Delhi",Munirka,Mughlai,300,No,No,0,White,Not rated,0
18472683,Shree Vinayaga Restaurant,New Delhi,"K-92, Bank Street, Munirka, New Delhi",Munirka,South Indian,400,No,No,0,White,Not rated,0
18425739,The Cake Basket,New Delhi,"Rama Shopno.4 Market Munirka, Munirka, New Delhi",Munirka,Bakery,100,No,No,0,White,Not rated,1
18468524,The Pure Kitchen,New Delhi,"Near Pal Dairy, Opposite JNU, Munirka Vihar, Munirka, New Delhi",Munirka,"Chinese, Continental, North Indian",250,No,No,0,White,Not rated,0
18354996,The Yolmo Kitchen,New Delhi,"Rama Market, Near Slice of Italy, Munirka, New Delhi",Munirka,Chinese,500,No,No,0,White,Not rated,0
18229077,Zawlbuk,New Delhi,"212, Munirka, New Delhi",Munirka,Tibetan,300,No,No,0,White,Not rated,2
300275,Anupam Restaurant,New Delhi,"205-F, Main Road, Furniture Market, Munirka, New Delhi",Munirka,"North Indian, Chinese",500,No,Yes,2.3,Red,Poor,32
9251,Bobby Di Punjabi Rasoi,New Delhi,"22, Near Health Centre, Najafgarh, New Delhi",Najafgarh,North Indian,150,No,No,2.9,Orange,Average,4
18471235,Aditya Da Vaishno Dhaba,New Delhi,"Arjun Park, Near Metro Pillar 58, Najafgarh, New Delhi",Najafgarh,North Indian,250,No,No,0,White,Not rated,0
306695,Aggarwal Bikaner Sweets,New Delhi,"Gurgaon Road, Near Aggarwal Medicos, Najafgarh, New Delhi",Najafgarh,Mithai,100,No,No,0,White,Not rated,1
9281,Aggarwal Sweet Centre,New Delhi,"1675, Chhawla Bus Stand, Mittal Market, Najafgarh, New Delhi",Najafgarh,Mithai,200,No,No,0,White,Not rated,1
18432222,Anjel China & Tibetian Food,New Delhi,"Chawla Gurgaon Road, Najafgarh, New Delhi",Najafgarh,"Tibetan, Chinese",400,No,No,0,White,Not rated,0
18471254,Annpurna Rasoi,New Delhi,"Rz-11/12, Najafgarh Nagloi Road, Najafgarh, New Delhi",Najafgarh,"North Indian, Fast Food",200,No,No,0,White,Not rated,0
18371414,Apni Rasoi,New Delhi,"Plot 2, Shyam Enclave, Main Goyla Road, Deen Pur, Najafgarh, New Delhi",Najafgarh,"Mughlai, North Indian",300,No,No,0,White,Not rated,0
306678,Bajrang Misthan Bhawan,New Delhi,"Main Paprawat Road, Najafgarh, New Delhi",Najafgarh,Mithai,100,No,No,0,White,Not rated,0
18371416,Bake Town,New Delhi,"A-9, Laxmi Garden, Tuda Mandi, Najafgarh, New Delhi",Najafgarh,"Bakery, Chinese",200,No,No,0,White,Not rated,0
18361199,Bikaner Sweets & Restaurant,New Delhi,"Near Khaira Mod, Bahadurgarh Road, Najafgarh, New Delhi",Najafgarh,"Mithai, South Indian, Street Food",200,No,No,0,White,Not rated,0
